"","Name","TotalM","TotalF","Dif"
"3097","Sergio",72107,356,0.990174295847536
"3098","Ross",80226,396,0.99017637865595
"3099","Jason",1014584,4998,0.990195982275089
"3100","Fisher",3455,17,0.990207373271889
"3101","Herbert",227498,1117,0.990228112766004
"3102","Hector",98137,481,0.990245188505141
"3103","Juanito",1021,5,0.990253411306043
"3104","Jajuan",2249,11,0.990265486725664
"3105","Kiara",221,45215,0.990272030988643
"3106","Nino",2252,11,0.990278391515687
"3107","Martin",302238,1476,0.990280329520536
"3108","Mariko",6,1229,0.990283400809717
"3109","Teri",214,43875,0.990292363174488
"3110","Leonard",289671,1412,0.990298299797652
"3111","Howard",344239,1677,0.990304004440384
"3112","Gerardo",49074,239,0.99030681564699
"3113","Mack",37014,180,0.990321019519277
"3114","Michiel",1029,5,0.990328820116054
"3115","Kavya",6,1236,0.990338164251208
"3116","Rhett",12990,63,0.990347046655941
"3117","Wilton",8461,41,0.990355210538697
"3118","Russell",350506,1695,0.99037481438156
"3119","Harold",548670,2649,0.990390318490747
"3120","Stanley",297708,1437,0.990392618964048
"3121","Monique",377,78117,0.990394170255051
"3122","Lora",249,51633,0.990401295246906
"3123","Son",1038,5,0.990412272291467
"3124","Rodney",244273,1176,0.990417561285644
"3125","Bryant",48209,232,0.990421337296918
"3126","Tierra",70,14550,0.990424076607387
"3127","Lorie",105,21838,0.990429749806316
"3128","Harry",419797,2018,0.990431824377986
"3129","Quentin",38287,184,0.990434353149125
"3130","Adriana",399,83194,0.990453746127068
"3131","Yolanda",537,112035,0.990459439292186
"3132","Juanita",991,206828,0.990462854695673
"3133","Jaxon",47020,225,0.990475182559001
"3134","Neal",53789,257,0.990489582947859
"3135","Elda",42,8803,0.990503109101187
"3136","Peri",10,2096,0.990503323836657
"3137","Karin",135,28307,0.990506996695028
"3138","Edgar",148021,705,0.990519478773046
"3139","Mossie",5,1051,0.990530303030303
"3140","Enrique",54690,260,0.990536851683349
"3141","Leander",5910,28,0.990569215223981
"3142","Christopher",1994742,9435,0.990584663929383
"3143","Barnett",1269,6,0.990588235294118
"3144","Noah",317800,1498,0.990616915859166
"3145","Lenin",1061,5,0.9906191369606
"3146","Vivien",26,5538,0.990654205607477
"3147","Jazmen",5,1069,0.990689013035382
"3148","Blanch",30,6420,0.990697674418605
"3149","Knox",5781,27,0.990702479338843
"3150","Lawrence",454978,2121,0.990719734674545
"3151","Barret",1075,5,0.990740740740741
"3152","Willian",3871,18,0.990743121625096
"3153","Kason",6885,32,0.990747433858609
"3154","Bradley",298007,1385,0.990747915775973
"3155","Daisy",626,134828,0.990757009759771
"3156","Rise",5,1077,0.990757855822551
"3157","Cesar",67925,315,0.990767878077374
"3158","Tracye",5,1080,0.990783410138249
"3159","Williard",1080,5,0.990783410138249
"3160","Malvin",2593,12,0.990786948176583
"3161","Felipe",28753,133,0.990791386830991
"3162","Levar",1948,9,0.990802248339295
"3163","Jaron",10395,48,0.990807239299052
"3164","Norma",1278,277098,0.990818173980516
"3165","Stuart",68233,314,0.990838402847681
"3166","Kevin",1153154,5293,0.990861903911012
"3167","Raymond",767836,3518,0.990878377502418
"3168","Bryson",46712,214,0.990879256702041
"3169","Roberta",782,170887,0.990889444221146
"3170","Travon",6119,28,0.990889864974784
"3171","Bryan",373083,1707,0.990890898903386
"3172","Oliver",114976,526,0.990891932607228
"3173","Clayton",125283,573,0.990894355453852
"3174","Wayne",351028,1605,0.990897051608896
"3175","Darrin",29107,133,0.990902872777018
"3176","Randal",28910,132,0.990909716961642
"3177","Jamir",4383,20,0.990915285032932
"3178","James",5105919,23177,0.990962539987553
"3179","Douglass",5729,26,0.990964378801042
"3180","Monserrat",26,5737,0.990976921742148
"3181","Demond",5522,25,0.990986118622679
"3182","Lu",18,3979,0.9909932449337
"3183","Kelton",5749,26,0.990995670995671
"3184","Nathaniel",252600,1142,0.990998730994475
"3185","Clinton",96047,434,0.991003409997823
"3186","Karina",253,56069,0.991015944036078
"3187","Bertha",936,207508,0.991019170616569
"3188","Dominick",59205,267,0.991020984665052
"3189","Glover",1109,5,0.991023339317774
"3190","Maricela",56,12447,0.991042149884028
"3191","Asha",32,7119,0.991050202768843
"3192","Lorraine",935,208100,0.9910541296912
"3193","Carrie",1190,265318,0.991069686463446
"3194","Wilbert",39728,178,0.991079035733975
"3195","Erica",1025,228834,0.991081489086788
"3196","Amaury",1117,5,0.99108734402852
"3197","Traci",233,52060,0.991088673436215
"3198","Erik",148865,666,0.991092148116444
"3199","Erika",548,122532,0.991095222619435
"3200","Bill",160155,716,0.991098457770512
"3201","Ralph",411806,1839,0.991108317518645
"3202","Gavriel",1120,5,0.991111111111111
"3203","Courteney",5,1124,0.991142604074402
"3204","Orville",34908,155,0.991158771354419
"3205","Lafayette",4738,21,0.991174616516075
"3206","Larry",803852,3560,0.991181701535276
"3207","Delvin",4978,22,0.9912
"3208","Xavi",1360,6,0.991215226939971
"3209","Cari",55,12470,0.991217564870259
"3210","Tom",138994,613,0.991218205390847
"3211","Damian",72786,321,0.991218351183881
"3212","Kylie",427,96903,0.991225726908456
"3213","Rose",2093,475178,0.991229301591758
"3214","Gordon",152215,670,0.991235242175491
"3215","Hugh",80453,354,0.99123838281337
"3216","Sonia",283,64336,0.991240966279268
"3217","Kofi",1137,5,0.991243432574431
"3218","Eduardo",98514,433,0.991247839752595
"3219","Joshlyn",5,1138,0.991251093613298
"3220","Grisel",7,1601,0.991293532338309
"3221","Cael",2977,13,0.991304347826087
"3222","Phillip",305087,1332,0.991306022146146
"3223","Bessie",741,169992,0.99131978000738
"3224","Fannie",369,84710,0.991325709046886
"3225","Savion",3903,17,0.991326530612245
"3226","Erma",238,54692,0.991334425632623
"3227","Chad",238810,1039,0.99133621570238
"3228","Dewayne",25748,112,0.991337973704563
"3229","Dyson",1150,5,0.991341991341991
"3230","Daniel",1868775,8105,0.991363326371425
"3231","Kellee",16,3698,0.991383952611739
"3232","Pierre",17123,74,0.991393847764145
"3233","Dennis",615611,2657,0.991405021770494
"3234","Claud",10893,47,0.991407678244973
"3235","Jonathan",812532,3493,0.99143898777611
"3236","Florence",1437,334448,0.991443500007443
"3237","Keion",2328,10,0.991445680068435
"3238","Mikey",1164,5,0.991445680068435
"3239","Yasmin",80,18671,0.991467121753506
"3240","Sharon",3086,720554,0.99147089713117
"3241","Morghan",5,1168,0.991474850809889
"3242","Frederick",259126,1106,0.991499892403701
"3243","Emil",31411,134,0.991504200348708
"3244","Lacie",42,9849,0.991507430997877
"3245","Barry",179753,766,0.991513358704624
"3246","Chayton",1408,6,0.991513437057991
"3247","Williams",5633,24,0.99151493724589
"3248","John",5084943,21647,0.991521935381536
"3249","Patrick",665172,2830,0.991526971476133
"3250","Sherry",976,229471,0.991529505699792
"3251","Esmeralda",180,42348,0.991534988713318
"3252","Elvia",31,7301,0.991543917075832
"3253","Josue",43574,185,0.99154459654014
"3254","Gloria",1737,409545,0.99155324084205
"3255","Lavette",5,1179,0.991554054054054
"3256","Gaynell",18,4251,0.991567111735769
"3257","Paul",1381037,5847,0.991568148453656
"3258","Aspyn",5,1183,0.991582491582492
"3259","Rufus",35736,151,0.99158469640817
"3260","Bria",55,13024,0.991589571068124
"3261","Tammy",1397,331561,0.991608551228683
"3262","Denzel",9737,41,0.991613826958478
"3263","Kenneth",1266821,5330,0.991620491592586
"3264","Aamir",1427,6,0.991625959525471
"3265","Elijah",240230,1009,0.991634851744535
"3266","Christina",1986,473089,0.991639214860812
"3267","Mac",8102,34,0.991642084562439
"3268","Vincent",326384,1369,0.991646148166455
"3269","Robert",4796695,20090,0.991658336421493
"3270","Jonni",5,1194,0.991659716430359
"3271","Tama",6,1433,0.991660875608061
"3272","Edward",1281204,5364,0.991661536739605
"3273","Dwight",77733,325,0.991672858643573
"3274","Max",138092,574,0.991721114043818
"3275","Deondre",3618,15,0.991742361684558
"3276","Joshua",1174787,4867,0.991748427928867
"3277","Hosea",4832,20,0.991755976916735
"3278","Darrel",29500,122,0.991762878941327
"3279","Wilson",44265,183,0.9917656587473
"3280","Gage",52758,218,0.991769858048928
"3281","Dayshawn",1211,5,0.991776315789474
"3282","Ida",766,185594,0.99177935179223
"3283","Sherwin",3636,15,0.991783073130649
"3284","Joseph",2570095,10592,0.991791333083012
"3285","Kamarion",1458,6,0.991803278688525
"3286","Brent",138017,567,0.991817237199099
"3287","Marie",2195,534553,0.991821115309233
"3288","Fredrick",63151,259,0.991830941491878
"3289","Lula",344,84009,0.991843799272107
"3290","Alta",117,28601,0.991851800264642
"3291","Mable",215,52725,0.99187759727994
"3292","Latoya",185,45412,0.991885431059061
"3293","Timothy",1060611,4318,0.991890539181485
"3294","Gregory",703961,2862,0.991901791537627
"3295","Yecenia",5,1230,0.991902834008097
"3296","Derek",224250,910,0.991916859122402
"3297","Michelle",3251,804495,0.991950439865998
"3298","Declan",21295,86,0.991955474486694
"3299","Arturo",51761,209,0.991956898210506
"3300","Salvador",45340,183,0.991960108077236
"3301","Kirsten",211,52294,0.991962670221884
"3302","Penny",388,96356,0.991978830728521
"3303","Estefani",16,3975,0.991981959408669
"3304","Kelli",300,74566,0.991985681083536
"3305","Eliza",184,45778,0.991993385840477
"3306","Kole",6972,28,0.992
"3307","Vernelle",5,1245,0.992
"3308","Brina",5,1248,0.992019154030327
"3309","Cleveland",21732,87,0.992025299051286
"3310","Kally",5,1249,0.992025518341308
"3311","Zoe",419,104753,0.992032099798425
"3312","Trevor",152934,611,0.992041421081768
"3313","Yvonne",619,154967,0.992042985872765
"3314","Brienne",5,1253,0.992050874403816
"3315","Gillian",61,15293,0.992054187833789
"3316","Nellie",593,148728,0.992057379738952
"3317","Monica",982,246292,0.992057393822238
"3318","Theodore",221507,882,0.992067953001273
"3319","Josiah",79713,317,0.992077970760965
"3320","Rahsaan",1510,6,0.992084432717678
"3321","Jack",659633,2621,0.992084608020488
"3322","Vanessa",983,247581,0.992090568223878
"3323","Tamika",90,22689,0.992097984986172
"3324","Apolinar",1262,5,0.992107340173638
"3325","Pete",42935,170,0.992112283957778
"3326","Patty",247,62410,0.992115805097595
"3327","Donald",1408943,5568,0.992127314669168
"3328","Johney",1519,6,0.992131147540984
"3329","Jermel",1266,5,0.99213217938631
"3330","Jerald",25835,102,0.992134788140494
"3331","Donovan",52016,205,0.99214875241761
"3332","Brian",1157966,4562,0.992151586886509
"3333","Anabel",35,8907,0.992171773652427
"3334","Emiko",5,1275,0.9921875
"3335","William",4055473,15895,0.992191813660666
"3336","Eva",984,251481,0.992204860079615
"3337","Shani",17,4345,0.992205410362219
"3338","Female",5,1278,0.992205767731879
"3339","Mai",20,5119,0.992216384510605
"3340","Jared",196661,768,0.992219987945033
"3341","Dorthy",79,20250,0.992227851837277
"3342","Shepard",1282,5,0.992229992229992
"3343","Johnathan",89518,349,0.992232966494931
"3344","Alonzo",39517,154,0.992236142270172
"3345","Jovanny",4106,16,0.992236778262979
"3346","Veronica",835,214788,0.992255000626093
"3347","Hilton",6689,26,0.992256142963515
"3348","Kaison",1288,5,0.992266047950503
"3349","Beatrice",733,188891,0.992268911108299
"3350","Refugia",5,1289,0.992272024729521
"3351","Alexandra",864,222882,0.992276956906492
"3352","Jaymi",5,1290,0.992277992277992
"3353","Jada",237,61259,0.992292181605308
"3354","Julia",1724,446112,0.992300752954206
"3355","Marly",5,1295,0.992307692307692
"3356","Andrew",1255892,4846,0.992312439222106
"3357","Roger",437870,1689,0.992315024831706
"3358","Marc",137923,532,0.992315192661876
"3359","Samuel",717864,2768,0.992317854327868
"3360","Shana",113,29327,0.992323369565217
"3361","Esther",962,249706,0.992324508912187
"3362","Dedrick",4159,16,0.992335329341317
"3363","Gladys",1023,265997,0.992337652610291
"3364","Loyd",22369,86,0.992340236027611
"3365","Brandi",389,101211,0.992342519685039
"3366","Clarice",96,24997,0.99234846371498
"3367","Irene",1344,350250,0.99235481834161
"3368","Daylon",2607,10,0.992357661444402
"3369","Stone",4432,17,0.992357833220949
"3370","Sylvia",909,237162,0.992363622616782
"3371","Chandra",66,17230,0.992368177613321
"3372","Neil",100867,386,0.992375534552063
"3373","Jubilee",6,1569,0.992380952380952
"3374","Casie",18,4712,0.992389006342495
"3375","Shantae",6,1572,0.992395437262357
"3376","Cade",23941,91,0.992426764314248
"3377","Earnestine",61,16070,0.992436922695431
"3378","Kendra",349,92043,0.992445233353537
"3379","Tammie",134,35348,0.992446874471563
"3380","Margie",401,105787,0.992447357516857
"3381","Byron",78627,298,0.992448527082674
"3382","Roman",52522,199,0.992450826046547
"3383","Jennie",479,126423,0.992450867598619
"3384","Cleone",5,1320,0.992452830188679
"3385","Roland",95582,362,0.992453931460018
"3386","Elois",10,2641,0.99245567710298
"3387","Steve",239567,906,0.992464850523759
"3388","Latasha",114,30162,0.992469282600079
"3389","Todd",280839,1061,0.992472507981554
"3390","Garry",47398,179,0.992475355739118
"3391","Adam",534149,2015,0.992483643064435
"3392","Olivier",1330,5,0.99250936329588
"3393","Winston",24480,92,0.992511802051115
"3394","Clara",1006,267974,0.992519889954643
"3395","Samer",1334,5,0.992531740104556
"3396","Horace",53917,202,0.992534969234465
"3397","Shepherd",1335,5,0.992537313432836
"3398","Diya",12,3209,0.992548897857808
"3399","Douglas",556014,2078,0.992553199114125
"3400","Pa",5,1338,0.992553983618764
"3401","Richard",2555330,9537,0.992563357086352
"3402","Janie",276,74031,0.992571359360491
"3403","Brendan",87176,325,0.992571513468417
"3404","Vida",38,10195,0.992573047982019
"3405","Chyenne",5,1342,0.992576095025984
"3406","Noemi",69,18567,0.992594977462975
"3407","Rudolph",53063,197,0.992602328201277
"3408","Prescott",1348,5,0.992609016999261
"3409","Treshawn",1348,5,0.992609016999261
"3410","Mercy",25,6760,0.992630803242447
"3411","Nell",98,26507,0.992632963728622
"3412","Thomas",2283080,8437,0.992636319084694
"3413","Lashay",10,2708,0.992641648270787
"3414","Ramona",248,67224,0.992648802466208
"3415","Mary",15159,4115282,0.992659863680416
"3416","Jeremiah",171069,630,0.992661576363287
"3417","Bruce",380027,1399,0.99266437002197
"3418","Angelica",321,87302,0.992673156591306
"3419","Denise",1363,371263,0.992684353748799
"3420","Phil",19903,73,0.99269122947537
"3421","Wendy",952,259814,0.992698434611874
"3422","Gary",898511,3289,0.992705699711688
"3423","Delores",430,117593,0.992713284698745
"3424","Ervin",37789,138,0.992722862340813
"3425","Myrtle",498,136435,0.992726369830501
"3426","Jayceon",4385,16,0.992728925244263
"3427","Antwaun",1371,5,0.992732558139535
"3428","Zahir",1920,7,0.992734820965231
"3429","Colin",118029,430,0.992740104171064
"3430","Woodrow",38178,139,0.992744734713052
"3431","Martha",1991,547166,0.992748886019845
"3432","Dajah",7,1925,0.992753623188406
"3433","Diana",1285,353913,0.992764598899769
"3434","Cristal",55,15150,0.992765537652088
"3435","Betty",3619,998851,0.992779833810488
"3436","Tonya",435,120229,0.992789895909302
"3437","Ernestine",159,43979,0.992795323757307
"3438","Maritza",79,21858,0.992797556639468
"3439","Lamonica",6,1662,0.992805755395683
"3440","Crystal",1185,328292,0.99280678165699
"3441","Jeffrey",970232,3497,0.992817303377018
"3442","Myles",34472,124,0.992831541218638
"3443","Sue",519,144424,0.992838564125208
"3444","David",3577704,12853,0.99284066511129
"3445","Octavious",1392,5,0.992841803865426
"3446","Stephanie",2639,735159,0.992846280418217
"3447","Jarrett",21745,78,0.992851578609724
"3448","Kael",2791,10,0.992859692966798
"3449","Dawn",1034,288594,0.992859806372312
"3450","Mamie",278,77668,0.992866856541708
"3451","Ronald",1075785,3848,0.992871651755735
"3452","Garrett",126189,451,0.992877447883765
"3453","Jeane",16,4479,0.992880978865406
"3454","Earline",59,16522,0.992883420782824
"3455","Karla",309,86532,0.992883545790583
"3456","Candy",100,28067,0.9928994923137
"3457","Geraldine",748,209987,0.992901036847225
"3458","Shasta",15,4211,0.992901088499763
"3459","Tiffany",1191,334365,0.992901333905518
"3460","Edna",1047,293942,0.992901430222822
"3461","Lucian",8993,32,0.992908587257618
"3462","Brody",56599,201,0.992922535211268
"3463","Geneva",309,87025,0.992923718139556
"3464","Keandre",2535,9,0.992924528301887
"3465","Wilfred",29116,103,0.992949792942948
"3466","Ted",74646,264,0.99295154185022
"3467","Temeka",5,1414,0.992952783650458
"3468","Nicholas",877910,3104,0.992953573950017
"3469","Jocelyn",345,97727,0.99296435272045
"3470","Vickie",388,109954,0.992967319787569
"3471","Neymar",1420,5,0.992982456140351
"3472","Matthew",1553203,5468,0.99298376629834
"3473","Marcella",222,63069,0.992984784566526
"3474","Adan",23876,84,0.992988313856427
"3475","Mildred",1583,450343,0.992994428291357
"3476","Ahmir",1423,5,0.992997198879552
"3477","Liliana",157,44700,0.992999977706935
"3478","Jonathon",63814,224,0.993004153783691
"3479","Joann",548,156122,0.993004404161614
"3480","Alice",1926,549108,0.993009505765524
"3481","Marcos",46264,162,0.993021151940723
"3482","Steven",1273124,4458,0.993021191594747
"3483","Brenda",2121,605813,0.993022268864712
"3484","Conor",19745,69,0.993035227616837
"3485","Tanya",405,116110,0.993048105394155
"3486","Alondra",122,35025,0.99305772896691
"3487","Babygirl",6,1723,0.99305957200694
"3488","Merideth",6,1723,0.99305957200694
"3489","Christine",2029,583425,0.993068627082572
"3490","Bob",92861,322,0.993088868141184
"3491","Rayann",5,1442,0.993089149965446
"3492","Rolando",22499,78,0.993090313150552
"3493","Ian",206736,716,0.993097198388061
"3494","Cole",122158,423,0.993098441030829
"3495","Wanda",972,280921,0.993103766322683
"3496","Yahya",1735,6,0.99310740953475
"3497","Brown",1446,5,0.993108201240524
"3498","Irma",252,73062,0.993125460348637
"3499","Harrison",63290,218,0.993134723184481
"3500","Connell",1453,5,0.993141289437586
"3501","Stephen",852463,2933,0.993142357457832
"3502","Manuela",35,10174,0.993143304927025
